Precinct,1st Choice,2nd Choice,3rd Choice,Count
MINNEAPOLIS W-2 P-06,Tom Hoch,Nekima Levy-Pounds,Charlie Gers,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Ronald Lischeid,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Tom Hoch,Al Flowers,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Aswar Rahman,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Aswar Rahman,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Raymond Dehn,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Gregg A. Iverson,David Rosenfeld,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Aswar Rahman,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Ian Simpson,Charlie Gers,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,UWI,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,David Rosenfeld,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Aswar Rahman,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Charlie Gers,L.A. Nik,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Al Flowers,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Ronald Lischeid,David Rosenfeld,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,undervote,1
MINNEAPOLIS W-2 P-06,Captain Jack Sparrow,Tom Hoch,David Rosenfeld,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Raymond Dehn,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Tom Hoch,undervote,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,UWI,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Gregg A. Iverson,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Raymond Dehn,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Aswar Rahman,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,L.A. Nik,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,David Rosenfeld,Captain Jack Sparrow,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Captain Jack Sparrow,Ronald Lischeid,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Betsy Hodges,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,L.A. Nik,Charlie Gers,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Tom Hoch,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Charlie Gers,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,David Rosenfeld,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Betsy Hodges,Charlie Gers,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,undervote,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,David Rosenfeld,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,undervote,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Tom Hoch,1
MINNEAPOLIS W-2 P-06,undervote,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Captain Jack Sparrow,Aswar Rahman,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,undervote,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Al Flowers,Troy Benjegerdes,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,David John Wilson,David John Wilson,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Charlie Gers,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Gregg A. Iverson,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Aswar Rahman,Captain Jack Sparrow,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,David Rosenfeld,Captain Jack Sparrow,Ian Simpson,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,David Rosenfeld,Ronald Lischeid,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Charlie Gers,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Charlie Gers,L.A. Nik,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Aswar Rahman,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Aswar Rahman,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,Al Flowers,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Captain Jack Sparrow,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Betsy Hodges,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Al Flowers,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,David Rosenfeld,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,David Rosenfeld,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,undervote,1
MINNEAPOLIS W-2 P-06,Charlie Gers,L.A. Nik,Ronald Lischeid,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Ronald Lischeid,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Troy Benjegerdes,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Betsy Hodges,Al Flowers,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Captain Jack Sparrow,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Aswar Rahman,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Charlie Gers,Troy Benjegerdes,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,David Rosenfeld,UWI,1
MINNEAPOLIS W-2 P-06,Tom Hoch,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Charlie Gers,Raymond Dehn,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Betsy Hodges,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Charlie Gers,Betsy Hodges,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Betsy Hodges,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Charlie Gers,Ronald Lischeid,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,undervote,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Nekima Levy-Pounds,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Tom Hoch,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,undervote,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Troy Benjegerdes,Captain Jack Sparrow,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,David Rosenfeld,undervote,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Captain Jack Sparrow,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,David John Wilson,1
MINNEAPOLIS W-2 P-06,Gregg A. Iverson,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Al Flowers,Tom Hoch,Aswar Rahman,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,undervote,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Tom Hoch,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Jacob Frey,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Gregg A. Iverson,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Al Flowers,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Ronald Lischeid,David John Wilson,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Betsy Hodges,David Rosenfeld,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Nekima Levy-Pounds,Betsy Hodges,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Jacob Frey,Tom Hoch,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Raymond Dehn,Aswar Rahman,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Betsy Hodges,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Gregg A. Iverson,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Raymond Dehn,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Nekima Levy-Pounds,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Jacob Frey,Al Flowers,1
MINNEAPOLIS W-2 P-06,Nekima Levy-Pounds,Jacob Frey,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Al Flowers,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,undervote,undervote,1
MINNEAPOLIS W-2 P-06,Tom Hoch,Jacob Frey,Charlie Gers,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Tom Hoch,Raymond Dehn,1
MINNEAPOLIS W-2 P-06,Betsy Hodges,Nekima Levy-Pounds,Jacob Frey,1
MINNEAPOLIS W-2 P-06,Raymond Dehn,Jacob Frey,Gregg A. Iverson,1
